"","workerid","class","predicate","slide_number","response","language"
"671",22,"dimension","thin",13,0.74,"English"
"672",22,"human","entrepreneurial",14,0.27,"English"
"673",22,"speed","speedy",15,0.67,"English"
"674",22,"speed","slow",16,0.53,"English"
"675",22,"dimension","narrow",17,0.47,"English"
"676",22,"value","prestigious",18,0.28,"English"
"677",22,"material","gold",19,0.52,"English"
"678",22,"X","last",20,0.11,"English"
"679",22,"value","pleasant",21,0.56,"English"
"680",22,"physical","sweet",22,0.62,"English"
"681",22,"human","civilized",23,0.46,"English"
"682",22,"dimension","large",24,0.23,"English"
"683",22,"age","old-time",25,0.16,"English"
"684",22,"age","junior",26,0.03,"English"
"685",22,"dimension","biggest",27,0.53,"English"
"686",22,"material","wooden",28,0.06,"English"
"687",22,"physical","frozen",29,0.07,"English"
"688",22,"dimension","open",30,0.11,"English"
"689",22,"age","old",31,0.53,"English"
"690",22,"physical","creamy",32,0.52,"English"
"691",23,"speed","speedy",3,0.33,"English"
"692",23,"temporal","current",4,0.69,"English"
"693",23,"human","civilized",5,0.87,"English"
"694",23,"dimension","thick",6,0.9,"English"
"695",23,"nationality","European",7,0.14,"English"
"696",23,"value","favorite",8,0.86,"English"
"697",23,"value","pleasant",9,0.6,"English"
"698",23,"human","strict",10,0.79,"English"
"699",23,"age","old-time",11,0.7,"English"
"700",23,"value","plain",12,0.76,"English"
"701",23,"speed","slow",13,0.73,"English"
"702",23,"temporal","daily",14,0.12,"English"
"703",23,"physical","solid",15,0.23,"English"
"704",23,"X","different",16,0.68,"English"
"705",23,"nationality","English",17,0.52,"English"
"706",23,"color","green",18,0,"English"
"707",23,"dimension","open",19,0.37,"English"
"708",23,"human","entrepreneurial",20,0.41,"English"
"709",23,"X","last",21,0.71,"English"
"710",23,"age","senior",22,0.78,"English"
"711",23,"material","gold",23,0.14,"English"
"712",23,"speed","fast",24,0.77,"English"
"713",23,"shape","circular",25,0.16,"English"
"714",23,"color","blonde",26,0.12,"English"
"715",23,"location","closest",27,0.81,"English"
"716",23,"physical","creamy",28,0.74,"English"
"717",23,"human","playful",29,0.67,"English"
"718",23,"nationality","Brazilian",30,0.18,"English"
"719",23,"dimension","long",31,0.71,"English"
"720",23,"human","selfish",32,0.72,"English"
"721",24,"human","sad",3,0.75,"english"
"722",24,"color","red",4,0.08,"english"
"723",24,"dimension","thin",5,0.76,"english"
"724",24,"temporal","current",6,0.4,"english"
"725",24,"location","closest",7,0.1,"english"
"726",24,"nationality","Vietnamese",8,0.03,"english"
"727",24,"location","overhead",9,0.08,"english"
"728",24,"X","unique",10,0.78,"english"
"729",24,"value","favorite",11,0.93,"english"
"730",24,"value","strange",12,0.81,"english"
"731",24,"nationality","European",13,0.06,"english"
"732",24,"dimension","mini",14,0.51,"english"
"733",24,"human","civilized",15,0.8,"english"
"734",24,"age","old",16,0.83,"english"
"735",24,"physical","curly",17,0.08,"english"
"736",24,"physical","solid",18,0.17,"english"
"737",24,"nationality","Hispanic",19,0.04,"english"
"738",24,"X","individual",20,0.03,"english"
"739",24,"color","green",21,0.05,"english"
"740",24,"speed","slow",22,0.62,"english"
"741",24,"speed","fast",23,0.67,"english"
"742",24,"physical","smooth",24,0.07,"english"
"743",24,"dimension","biggest",25,0.06,"english"
"744",24,"nationality","Japanese",26,0.01,"english"
"745",24,"age","young",27,0.85,"english"
"746",24,"color","purple",28,0.05,"english"
"747",24,"temporal","everyday",29,0.72,"english"
"748",24,"material","corduroy",30,0.06,"english"
"749",24,"nationality","English",31,0.02,"english"
"750",24,"material","crocheted",32,0.05,"english"
"751",25,"X","designated",3,0.15,"English"
"752",25,"value","exciting",4,0.69,"English"
"753",25,"speed","speedy",5,0.81,"English"
"754",25,"physical","frozen",6,0.1,"English"
"755",25,"value","pleasant",7,0.61,"English"
"756",25,"X","last",8,0.49,"English"
"757",25,"age","old-time",9,0.15,"English"
"758",25,"value","plain",10,0.49,"English"
"759",25,"shape","circular",11,0.18,"English"
"760",25,"temporal","everyday",12,0.1,"English"
"761",25,"physical","solid",13,0.17,"English"
"762",25,"X","different",14,0.65,"English"
"763",25,"dimension","biggest",15,0.91,"English"
"764",25,"dimension","narrow",16,0.63,"English"
"765",25,"X","individual",17,0.52,"English"
"766",25,"location","internal",18,0.23,"English"
"767",25,"dimension","mini",19,0.51,"English"
"768",25,"dimension","open",20,0.73,"English"
"769",25,"location","overhead",21,0.49,"English"
"770",25,"age","new",22,0.81,"English"
"771",25,"speed","fast",23,0.73,"English"
"772",25,"material","gold",24,0.42,"English"
"773",25,"nationality","Hispanic",25,0.08,"English"
"774",25,"value","favorite",26,1,"English"
"775",25,"human","creative",27,0.83,"English"
"776",25,"X","potential",28,0.75,"English"
"777",25,"human","professional",29,0.35,"English"
"778",25,"location","closest",30,0.66,"English"
"779",25,"temporal","current",31,0.59,"English"
"780",25,"color","purple",32,0.06,"English"
"781",26,"value","lavish",3,0.8,"English"
"782",26,"color","white",4,0.05,"English"
"783",26,"shape","circular",5,0.04,"English"
"784",26,"value","best",6,0.71,"English"
"785",26,"human","playful",7,0.65,"English"
"786",26,"location","internal",8,0.58,"English"
"787",26,"speed","speedy",9,0.7,"English"
"788",26,"age","senior",10,0.84,"English"
"789",26,"nationality","Vietnamese",11,0.27,"English"
"790",26,"dimension","mini",12,0.68,"English"
"791",26,"color","black",13,0.08,"English"
"792",26,"physical","solid",14,0.68,"English"
"793",26,"age","young",15,0.68,"English"
"794",26,"material","corduroy",16,0.31,"English"
"795",26,"speed","slow",17,0.61,"English"
"796",26,"nationality","Japanese",18,0.72,"English"
"797",26,"location","overhead",19,0.69,"English"
"798",26,"temporal","historical",20,0.67,"English"
"799",26,"material","wooden",21,0.77,"English"
"800",26,"physical","frozen",22,0.29,"English"
"801",26,"human","entrepreneurial",23,0.44,"English"
"802",26,"temporal","current",24,0.69,"English"
"803",26,"nationality","Hispanic",25,0.63,"English"
"804",26,"human","strict",26,0.65,"English"
"805",26,"X","potential",27,0.69,"English"
"806",26,"nationality","English",28,0.21,"English"
"807",26,"speed","fast",29,0.77,"English"
"808",26,"age","old",30,0.79,"English"
"809",26,"physical","sweet",31,0.66,"English"
"810",26,"dimension","open",32,0.63,"English"
"811",27,"speed","slow",3,0.69,"english"
"812",27,"location","closest",4,0.1,"english"
"813",27,"X","individual",5,0.78,"english"
"814",27,"age","young",6,0.8,"english"
"815",27,"dimension","large",7,0.95,"english"
"816",27,"nationality","national",8,0.16,"english"
"817",27,"value","favorite",9,0.84,"english"
"818",27,"dimension","narrow",10,0.68,"english"
"819",27,"X","token",11,0.35,"english"
"820",27,"physical","sweet",12,0.63,"english"
"821",27,"physical","smooth",13,0.59,"english"
"822",27,"physical","frozen",14,0.37,"english"
"823",27,"material","corduroy",15,0.6,"english"
"824",27,"age","junior",16,0.42,"english"
"825",27,"human","sad",17,0.31,"english"
"826",27,"speed","fast",18,0.61,"english"
"827",27,"value","prestigious",19,0.43,"english"
"828",27,"value","exciting",20,0.38,"english"
"829",27,"physical","lacy",21,0.64,"english"
"830",27,"age","old-time",22,0.58,"english"
"831",27,"temporal","everyday",23,0.48,"english"
"832",27,"human","professional",24,0.65,"english"
"833",27,"age","senior",25,0.34,"english"
"834",27,"material","wooden",26,0.54,"english"
"835",27,"shape","circular",27,0.79,"english"
"836",27,"human","playful",28,0.42,"english"
"837",27,"color","black",29,0.24,"english"
"838",27,"value","pleasant",30,0.61,"english"
"839",27,"dimension","biggest",31,0.39,"english"
"840",27,"material","crocheted",32,0.66,"english"
"841",28,"physical","lacy",3,0.11,"English"
"842",28,"nationality","Japanese",4,0,"English"
"843",28,"physical","creamy",5,0.63,"English"
"844",28,"human","creative",6,0.95,"English"
"845",28,"physical","spicy",7,0.81,"English"
"846",28,"shape","circular",8,0,"English"
"847",28,"physical","sweet",9,0.72,"English"
"848",28,"human","professional",10,0.92,"English"
"849",28,"value","prestigious",11,0.64,"English"
"850",28,"value","favorite",12,1,"English"
"851",28,"color","black",13,0,"English"
"852",28,"dimension","large",14,0.73,"English"
"853",28,"speed","slow",15,0.67,"English"
"854",28,"human","civilized",16,0.98,"English"
"855",28,"human","playful",17,0.6,"English"
"856",28,"human","entrepreneurial",18,0.79,"English"
"857",28,"material","corduroy",19,0,"English"
"858",28,"value","exciting",20,0.66,"English"
"859",28,"color","white",21,0,"English"
"860",28,"value","best",22,0.92,"English"
"861",28,"human","sad",23,0.54,"English"
"862",28,"X","last",24,0,"English"
"863",28,"value","lavish",25,0.81,"English"
"864",28,"age","senior",26,0.31,"English"
"865",28,"dimension","biggest",27,0,"English"
"866",28,"nationality","international",28,0,"English"
"867",28,"nationality","Hispanic",29,0,"English"
"868",28,"human","strict",30,0.81,"English"
"869",28,"material","gold",31,0,"English"
"870",28,"nationality","Vietnamese",32,0,"English"
"871",29,"age","old",3,0.78,"English"
"872",29,"material","crocheted",4,0,"English"
"873",29,"physical","smooth",5,0.3,"English"
"874",29,"color","yellow",6,0.52,"English"
"875",29,"X","token",7,0.81,"English"
"876",29,"dimension","open",8,0.1,"English"
"877",29,"temporal","everyday",9,0.24,"English"
"878",29,"value","pleasant",10,1,"English"
"879",29,"human","professional",11,0.81,"English"
"880",29,"age","new",12,0.68,"English"
"881",29,"value","favorite",13,1,"English"
"882",29,"X","potential",14,0.7,"English"
"883",29,"speed","fast",15,0.43,"English"
"884",29,"physical","creamy",16,0.27,"English"
"885",29,"color","blonde",17,0.25,"English"
"886",29,"value","plain",18,0.69,"English"
"887",29,"physical","curly",19,0.41,"English"
"888",29,"speed","slow",20,0.44,"English"
"889",29,"color","green",21,0.28,"English"
"890",29,"value","prestigious",22,0.73,"English"
"891",29,"location","internal",23,0.47,"English"
"892",29,"value","strange",24,0.98,"English"
"893",29,"X","individual",25,0.44,"English"
"894",29,"nationality","European",26,0.63,"English"
"895",29,"X","different",27,0.89,"English"
"896",29,"human","selfish",28,0.71,"English"
"897",29,"speed","speedy",29,0.47,"English"
"898",29,"dimension","large",30,0.28,"English"
"899",29,"value","exciting",31,1,"English"
"900",29,"dimension","thick",32,0.37,"English"
"901",30,"speed","speedy",3,0.36,"English"
"902",30,"age","old",4,0.51,"English"
"903",30,"physical","smooth",5,0.3,"English"
"904",30,"location","overhead",6,0.3,"English"
"905",30,"physical","curly",7,0.29,"English"
"906",30,"physical","sweet",8,0.5,"English"
"907",30,"value","exciting",9,0.97,"English"
"908",30,"dimension","biggest",10,0.08,"English"
"909",30,"age","senior",11,0.45,"English"
"910",30,"dimension","thin",12,0.78,"English"
"911",30,"value","pleasant",13,0.92,"English"
"912",30,"color","blue",14,0.28,"English"
"913",30,"physical","solid",15,0.19,"English"
"914",30,"value","favorite",16,0.98,"English"
"915",30,"human","playful",17,0.82,"English"
"916",30,"nationality","Brazilian",18,0,"English"
"917",30,"dimension","narrow",19,0.47,"English"
"918",30,"X","token",20,0.75,"English"
"919",30,"nationality","Hispanic",21,0.18,"English"
"920",30,"human","professional",22,0.81,"English"
"921",30,"nationality","English",23,0.16,"English"
"922",30,"temporal","everyday",24,0.63,"English"
"923",30,"dimension","long",25,0.65,"English"
"924",30,"nationality","European",26,0.11,"English"
"925",30,"nationality","international",27,0.11,"English"
"926",30,"X","designated",28,0.55,"English"
"927",30,"X","potential",29,0.72,"English"
"928",30,"color","blonde",30,0.4,"English"
"929",30,"X","last",31,0.1,"English"
"930",30,"value","prestigious",32,0.84,"English"
"931",31,"age","new",3,0.21,"English"
"932",31,"nationality","Japanese",4,0.08,"English"
"933",31,"nationality","English",5,0.02,"English"
"934",31,"dimension","large",6,0.41,"English"
"935",31,"color","black",7,0.01,"English"
"936",31,"age","old",8,0.71,"English"
"937",31,"nationality","national",9,0.12,"English"
"938",31,"color","red",10,0.04,"English"
"939",31,"age","old-time",11,0.27,"English"
"940",31,"X","token",12,0.41,"English"
"941",31,"physical","spicy",13,0.75,"English"
"942",31,"speed","speedy",14,0.79,"English"
"943",31,"dimension","biggest",15,0.52,"English"
"944",31,"speed","slow",16,0.73,"English"
"945",31,"X","unique",17,0.78,"English"
"946",31,"value","lavish",18,0.84,"English"
"947",31,"temporal","daily",19,0,"English"
"948",31,"temporal","historical",20,0.35,"English"
"949",31,"value","pleasant",21,0.79,"English"
"950",31,"value","strange",22,0.84,"English"
"951",31,"color","white",23,0.01,"English"
"952",31,"X","individual",24,0.51,"English"
"953",31,"dimension","long",25,0.67,"English"
"954",31,"value","favorite",26,0.82,"English"
"955",31,"dimension","thick",27,0.61,"English"
"956",31,"physical","smooth",28,0.6,"English"
"957",31,"physical","sweet",29,0.51,"English"
"958",31,"material","crocheted",30,0,"English"
"959",31,"nationality","Vietnamese",31,0,"English"
"960",31,"physical","creamy",32,0.63,"English"
"961",32,"temporal","daily",3,0.64,"english"
"962",32,"dimension","thick",4,0.41,"english"
"963",32,"human","sad",5,0.46,"english"
"964",32,"speed","slow",6,0.72,"english"
"965",32,"X","designated",7,0.36,"english"
"966",32,"X","individual",8,0.61,"english"
"967",32,"X","unique",9,0.47,"english"
"968",32,"physical","spicy",10,0.64,"english"
"969",32,"shape","circular",11,0.34,"english"
"970",32,"color","blonde",12,0.57,"english"
"971",32,"X","mixed",13,0.35,"english"
"972",32,"human","professional",14,0.55,"english"
"973",32,"location","internal",15,0.75,"english"
"974",32,"color","blue",16,0.4,"english"
"975",32,"dimension","long",17,0.61,"english"
"976",32,"material","corduroy",18,0.46,"english"
"977",32,"physical","solid",19,0.63,"english"
"978",32,"color","white",20,0.41,"english"
"979",32,"material","crocheted",21,0.6,"english"
"980",32,"location","closest",22,0.47,"english"
"981",32,"physical","smooth",23,0.62,"english"
"982",32,"value","strange",24,0.44,"english"
"983",32,"temporal","historical",25,0.58,"english"
"984",32,"material","wooden",26,0.36,"english"
"985",32,"value","favorite",27,0.54,"english"
"986",32,"value","best",28,0.58,"english"
"987",32,"temporal","current",29,0.46,"english"
"988",32,"nationality","international",30,0.62,"english"
"989",32,"dimension","open",31,0.5,"english"
"990",32,"age","old",32,0.63,"english"
"991",33,"nationality","English",3,0.02,"English"
"992",33,"nationality","national",4,0.11,"English"
"993",33,"speed","slow",5,0.56,"English"
"994",33,"color","black",6,0.05,"English"
"995",33,"X","individual",7,0.04,"English"
"996",33,"dimension","biggest",8,0.4,"English"
"997",33,"physical","solid",9,0.02,"English"
"998",33,"human","selfish",10,0.82,"English"
"999",33,"value","plain",11,0.45,"English"
"1000",33,"material","gold",12,0.03,"English"
"1001",33,"human","professional",13,0.56,"English"
"1002",33,"dimension","narrow",14,0.13,"English"
"1003",33,"age","senior",15,0.11,"English"
"1004",33,"age","young",16,0.42,"English"
"1005",33,"shape","circular",17,0.06,"English"
"1006",33,"temporal","current",18,0.03,"English"
"1007",33,"X","potential",19,0.65,"English"
"1008",33,"dimension","large",20,0.17,"English"
"1009",33,"temporal","everyday",21,0.05,"English"
"1010",33,"nationality","Japanese",22,0.02,"English"
"1011",33,"speed","speedy",23,0.7,"English"
"1012",33,"physical","creamy",24,0.83,"English"
"1013",33,"X","last",25,0.07,"English"
"1014",33,"physical","lacy",26,0.03,"English"
"1015",33,"temporal","daily",27,0,"English"
"1016",33,"human","creative",28,0.92,"English"
"1017",33,"material","wooden",29,0.08,"English"
"1018",33,"X","designated",30,0.47,"English"
"1019",33,"location","overhead",31,0.28,"English"
"1020",33,"material","corduroy",32,0.02,"English"
"1021",34,"physical","curly",3,0.94,"English"
"1022",34,"age","senior",4,0.1,"English"
"1023",34,"color","blue",5,0.01,"English"
"1024",34,"X","individual",6,0.06,"English"
"1025",34,"value","pleasant",7,0.94,"English"
"1026",34,"color","red",8,0.12,"English"
"1027",34,"temporal","historical",9,0.1,"English"
"1028",34,"speed","speedy",10,0.02,"English"
"1029",34,"material","gold",11,0.03,"English"
"1030",34,"location","closest",12,0.92,"English"
"1031",34,"nationality","international",13,0.1,"English"
"1032",34,"material","crocheted",14,0.89,"English"
